Circuit: * D:\Google Drive\Delta Technologies\Projects\deltaSigmaADC\SPICE\deltaSigmaFirstOrderModulator.asc

Limiting rise time of source v3 to 5e-006
Limiting fall time of source v3 to 5e-006
Instance "m:u1:6": Length shorter than recommended for a level 2 MOSFET.
Instance "m:u1:5": Length shorter than recommended for a level 2 MOSFET.
Instance "m:u1:4": Length shorter than recommended for a level 2 MOSFET.
Instance "m:u1:3": Length shorter than recommended for a level 2 MOSFET.
Instance "m:u1:2": Length shorter than recommended for a level 2 MOSFET.
Instance "m:u1:1": Length shorter than recommended for a level 2 MOSFET.
Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604502 to 0.000604502
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604503 to 0.000604503
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604504 to 0.000604504
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 +to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604505 to 0.000604505
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 to 0.000604506
Heightened Def Con from 0.000604506 +to 0.000604506
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604507 to 0.000604507
Heightened Def Con from 0.000604508 to 0.000604508
Heightened Def Con from 0.000604508 to 0.000604508
Heightened Def Con from 0.000604508 to 0.000604508
Heightened Def Con from 0.000604508 to 0.000604508
Heightened Def Con from 0.000604508 to 0.000604508
Heightened Def Con from 0.000604508 to 0.000604508
Heightened Def Con from 0.000604508 to 0.000604508
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.000604509 to 0.000604509
Heightened Def Con from 0.00060451 to 0.00060451
Heightened Def Con from 0.00060451 to 0.00060451
Heightened Def Con from 0.00060451 to 0.00060451
Heightened Def Con from 0.00060451 +to 0.00060451
Heightened Def Con from 0.00060451 to 0.00060451
Heightened Def Con from 0.000604511 to 0.000604511
Heightened Def Con from 0.000604511 to 0.000604511
Heightened Def Con from 0.000604511 to 0.000604511
Heightened Def Con from 0.000604511 to 0.000604511
Heightened Def Con from 0.000604511 +to 0.000604511
Heightened Def Con from 0.000604511 to 0.000604511
Heightened Def Con from 0.000604511 to 0.000604511
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604512 to 0.000604512
Heightened Def Con from 0.000604513 to 0.000604513
Heightened Def Con from 0.000604513 to 0.000604513
Heightened Def Con from 0.000604513 to 0.000604513
Heightened Def Con from 0.000604513 to 0.000604513
Heightened Def Con from 0.000604513 +to 0.000604513
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 +to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 +to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604514 to 0.000604514
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 +to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604515 to 0.000604515
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 +to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 +to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604516 to 0.000604516
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.000604517 to 0.000604517
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 +to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 +to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.00060452 +to 0.00060452
Heightened Def Con from 0.00060452 to 0.00060452
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604521 to 0.000604521
Heightened Def Con from 0.000604522 to 0.000604522
Heightened Def Con from 0.000604522 to 0.000604522
Heightened Def Con from 0.000604522 to 0.000604522
Heightened Def Con from 0.000604522 to 0.000604522
Heightened Def Con from 0.000604522 to 0.000604522
Heightened Def Con from 0.000604522 to 0.000604522
Heightened Def Con from 0.000604522 to 0.000604522
Heightened Def Con from 0.000604522 to 0.000604522
Heightened Def Con from 0.000604522 to 0.000604522
Heightened Def Con from 0.000604522 to 0.000604522
